point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right
1,-0.006185430185426832,0.024071717004036763,0.7972108774117955,93,229,291.3867062238816,291.3867062238816
2,0.004723932229547846,0.020730948881404358,0.8197483967164507,95,238,273.952172670679,273.952172670679
3,0.005287209175955751,0.017647590626748966,0.7644826721788791,100,261,272.2647209147705,272.2647209147705
4,0.012219384057517723,0.015546381181122657,0.43187018347142364,83,206,218.46318081070606,218.46318081070606
5,0.0203160899411792,0.01703667419703508,0.2330685638974845,76,174,200.9986275499914,200.9986275499914
6,0.04164925098457151,0.019685915366618702,0.034371368813360864,64,128,172.79593303126475,172.79593303126475
7,0.012251618131105393,0.023593551440226318,0.6035667175781874,62,98,156.94887441952466,156.94887441952466
8,-0.019546894768465398,0.034203604999444984,0.5676699829947551,56,62,131.6910328258852,131.6910328258852
9,0.01410907063920357,0.028269869566207383,0.6177194348687745,47,51,120.27012156132895,120.27012156132895
10,0.04957876373618977,0.03033613001765111,0.102192923471923,48,56,121.75410402856517,121.75410402856517
11,0.09057275762074367,0.05849100163206663,0.12150425849785491,26,35,88.97394208508625,88.97394208508625
12,0.08571717244280881,0.050406838678890245,0.08903563655517259,42,35,101.83644207601314,101.83644207601314
13,0.05684320307745666,0.0303634297425555,0.0611935615125015,87,63,146.33810447553358,146.33810447553358
14,0.06998078397506535,0.025313566573971324,0.005700024207939883,116,73,165.86500872748337,165.86500872748337
15,0.04511801838186926,0.023416054933689954,0.054004752573648264,126,56,166.26945476427835,166.26945476427835
16,0.047534032495982995,0.02471919068316651,0.05448498421238501,131,57,167.725572505124,167.725572505124
17,0.07090468622742592,0.026450991358978524,0.007348898478985146,156,75,182.64633642698365,182.64633642698365
18,0.07692656185565071,0.0165720002144586,3.4511970882094248e-6,340,180,281.3279701123008,281.3279701123008
19,0.09426510994459941,0.016852740593701204,2.225900816754908e-8,238,145,230.91410656463333,230.91410656463333
20,0.08820866264181643,0.020644580396267077,1.930965369706364e-5,172,130,198.59175171616528,198.59175171616528
21,0.11908531073837492,0.020717749152369066,9.03132649467419e-9,115,97,154.57365725458848,154.57365725458848
22,0.0937905248178769,0.021152389443306042,9.248378183595648e-6,168,133,187.05752978890592,187.05752978890592
23,0.0844920110419296,0.02106793401386026,6.060173153127729e-5,187,146,197.74129409518164,197.74129409518164
24,0.07044618839399433,0.020310506947899085,5.234497295108842e-4,201,186,218.5919253721594,218.5919253721594
25,0.06601605573634832,0.01749567431392598,1.6111611569879876e-4,267,221,253.1949117206104,253.1949117206104
26,0.06153031211243551,0.019433734859232867,0.0015446585526931714,162,172,198.07813607588088,198.07813607588088
27,0.04944829856324118,0.0171042298392453,0.0038402025659608915,140,171,190.28765061151893,190.28765061151893
28,0.03923876906123962,0.018244274551721704,0.03149638957532108,175,220,221.77579062973314,221.77579062973314
29,0.040263707748118674,0.014336419251799608,0.004977423800983602,143,190,201.0829239121203,201.0829239121203
30,-0.03989200399603688,0.025176485739710475,0.1130812249335025,80,79,128.38822545420265,128.38822545420265
31,-0.046176111327939535,0.024442708035373403,0.05887080366607432,89,64,127.81253111852507,127.81253111852507
32,0.02700877376977011,0.02390616907277288,0.2585678432436658,151,105,173.80128526141075,173.80128526141075
33,0.0745284235836946,0.026440064531242608,0.004820825852914137,123,49,141.22928197881643,141.22928197881643
34,0.058636561299337336,0.026411025950233202,0.02640827353047866,128,81,158.53423181530775,158.53423181530775
35,0.06946933945696895,0.028734863965420673,0.01562334157621862,120,80,158.61812612311877,158.61812612311877
36,0.04684611191663056,0.02201931792622632,0.03337851220405057,135,113,183.14391820504426,183.14391820504426
37,0.03822090009862732,0.01881283062106076,0.042190109324874735,180,141,215.36750007828772,215.36750007828772
38,0.04481661416346807,0.019970091014766128,0.024820386544614097,184,165,232.8418305020761,232.8418305020761
39,0.046156823024214165,0.02066618759697274,0.0255195188977477,134,168,226.1810449236766,226.1810449236766
40,0.050089188024647256,0.02162327736280652,0.020533844682159103,85,155,206.90319055120324,206.90319055120324
41,0.048863576907956605,0.020947397824590135,0.01966494426949174,166,165,232.5976883482718,232.5976883482718
42,0.03452316844963764,0.020118969777834988,0.08617099166833361,156,133,215.04999835378754,215.04999835378754
43,0.05467793901097079,0.0226430019921075,0.01574458143446656,173,141,223.39352424602458,223.39352424602458
44,0.06356145174655782,0.021359573784620393,0.0029224178534664543,160,136,216.51505289116156,216.51505289116156
45,0.07474243064283237,0.017644987385438567,2.2763643464568885e-5,155,140,218.71473295825578,218.71473295825578
46,0.05426220684378463,0.016154856809517844,7.825936862676091e-4,162,148,239.28318311894196,239.28318311894196
47,0.0531583328695512,0.01628811751649301,0.0010999604592588934,149,148,245.89738383802097,245.89738383802097
48,0.053866976751989926,0.017025535243459854,0.001556738606901022,116,139,236.3960642526363,236.3960642526363
49,0.05260478159712335,0.015641439777602573,7.705360157628676e-4,92,101,203.5306027463193,203.5306027463193
50,0.0644445508058127,0.018381343458310658,4.5493607243999814e-4,86,72,181.44202944612817,181.44202944612817
