coef,se,p_value,n_treat,n_control,bw_left,bw_right,spec_suffix,bw_method,kernel
0.03036712330805084,0.010974565317786494,0.00565668322321651,305,384,119.04168954326049,105.62903299969742,_geo_enslaved,msetwo,epanechnikov
0.050388827461182874,0.018682270864385994,0.006993642758990485,291,231,91.81657555788452,131.33316795897935,_geo_noborder,msetwo,epanechnikov
0.03948642382294654,0.01994226685846874,0.04769938492140676,233,226,90.86406240767559,106.93170925577897,_geo_noborder_enslaved,msetwo,epanechnikov
0.04667163434100807,0.00981407270138566,1.978748360142136e-6,435,480,160.96844219811575,160.96844219811575,_no_controls,msesum,epanechnikov
0.037651387240912194,0.01027221174098156,2.469877776695191e-4,363,416,130.69307146491226,130.69307146491226,_geo,msesum,epanechnikov
0.029104200259886057,0.010057930493114153,0.0038078395833777813,373,423,136.13995861704805,136.13995861704805,_geo_enslaved,msesum,epanechnikov
0.05110421313162376,0.01990131035451278,0.01023220324214133,215,253,98.60628599358593,98.60628599358593,_geo_noborder,msesum,epanechnikov
0.03638691843937315,0.020121093922683197,0.07054479208291727,208,247,96.66895032551275,96.66895032551275,_geo_noborder_enslaved,msesum,epanechnikov
0.047485967820291464,0.01241858904354562,1.3142052788678844e-4,276,310,94.09540008522299,94.09540008522299,_no_controls,cerrd,epanechnikov
0.04175546479815338,0.011823856438547288,4.1327385022540356e-4,280,312,95.09622502905115,95.09622502905115,_geo,cerrd,epanechnikov
0.030195360270325357,0.013576356590299267,0.026140797448186957,218,235,70.06609147287246,70.06609147287246,_geo_enslaved,cerrd,epanechnikov
0.04875569687841208,0.023172934402168586,0.03537903840494164,180,210,83.88993147592862,83.88993147592862,_geo_noborder,cerrd,epanechnikov
0.03766815707190953,0.033245533417094256,0.2572020298173713,125,137,62.017886869264885,62.017886869264885,_geo_noborder_enslaved,cerrd,epanechnikov
0.0425088322884799,0.011874483560745474,3.437956715332626e-4,372,282,83.88126727619061,135.33212688124922,_no_controls,certwo,epanechnikov
0.0385527721033787,0.011713069279071061,9.96786798475203e-4,347,273,81.61297028751358,123.52127148675652,_geo,certwo,epanechnikov
0.03135807400856631,0.01295908314567535,0.0155300847315602,225,273,81.31581844847467,72.15380849555169,_geo_enslaved,certwo,epanechnikov
0.05950624737057172,0.028423665676294712,0.036300455458275926,196,138,62.94655769509594,90.03789113217165,_geo_noborder,certwo,epanechnikov
0.03974203103580197,0.030619735281122603,0.1943141059229552,157,138,62.29846402539532,73.31480747973298,_geo_noborder_enslaved,certwo,epanechnikov
0.04876072424591982,0.011638940684886575,2.796351765975873e-5,317,360,109.92860559788184,109.92860559788184,_no_controls,cersum,epanechnikov
0.04067204794681916,0.012117558459976464,7.894837266519678e-4,270,296,89.26817835449657,89.26817835449657,_geo,cersum,epanechnikov
0.029944773180069408,0.01193335092292291,0.012095876675626623,274,307,92.9954220320748,92.9954220320748,_geo_enslaved,cersum,epanechnikov
0.05512514443204467,0.03029467620523372,0.06881515475289153,141,157,67.60136971653135,67.60136971653135,_geo_noborder,cersum,epanechnikov
0.04098052264633554,0.030957226899651368,0.18557649777684154,137,153,66.27842696716097,66.27842696716097,_geo_noborder_enslaved,cersum,epanechnikov
